Grupo,País,ID de la estampa,Tipo de casilla,Entradas,Vendidas,Stock actual,Precio MXN,Valor total,Notas,
Grupo H,Arabia Saudita ,KSA 5,Jugador,10,5,5,15,$75.00,,
Grupo H,Arabia Saudita ,KSA 6,Jugador,7,3,4,15,$60.00,,
Grupo H,Arabia Saudita ,KSA 7,Jugador,12,6,6,15,$90.00,,
Grupo H,Arabia Saudita ,KSA 8,Jugador,10,5,5,15,$75.00,,
Grupo H,Arabia Saudita ,KSA 9,Jugador,12,6,6,15,$90.00,,
Grupo H,Arabia Saudita ,KSA 10,Jugador,2,1,1,15,$15.00,,
Grupo H,Arabia Saudita ,KSA 11,Jugador,8,4,4,15,$60.00,,
Grupo H,Arabia Saudita ,KSA 12,Jugador,10,5,5,15,$75.00,,
Grupo H,Arabia Saudita ,KSA 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo H,Arabia Saudita ,KSA 14,Jugador,10,5,5,15,$75.00,,
Grupo H,Arabia Saudita ,KSA 15,Jugador,10,5,5,15,$75.00,,
Grupo H,Arabia Saudita ,KSA 16,Jugador,6,3,3,15,$45.00,,
Grupo H,Arabia Saudita ,KSA 17,Jugador,8,4,4,15,$60.00,,
Grupo H,Arabia Saudita ,KSA 18,Jugador,10,5,5,15,$75.00,,
Grupo H,Arabia Saudita ,KSA 19,Jugador,8,4,4,15,$60.00,,
Grupo H,Arabia Saudita ,KSA 20,Jugador,20,0,20,15,$300.00,,
Grupo F ,Países Bajos,NED 1,Escudo,3,0,3,50,$150.00,,
Grupo F ,Países Bajos,NED 2,Jugador,5,0,5,15,$75.00,,
Grupo F ,Países Bajos,NED 3,Jugador,4,0,4,15,$60.00,,
Grupo F ,Países Bajos,NED 4,Jugador,5,0,5,15,$75.00,,
Grupo F ,Países Bajos,NED 5,Jugador,4,0,4,15,$60.00,,
Grupo F ,Países Bajos,NED 6,Jugador,4,0,4,15,$60.00,,
Grupo F ,Países Bajos,NED 7,Jugador,6,0,6,15,$90.00,,
Grupo F ,Países Bajos,NED 8,Jugador,6,0,6,15,$90.00,,
Grupo F ,Países Bajos,NED 9,Jugador,5,0,5,15,$75.00,,
Grupo F ,Países Bajos,NED 10,Jugador,5,0,5,15,$75.00,,
Grupo F ,Países Bajos,NED 11,Jugador,2,0,2,15,$30.00,,
Grupo F ,Países Bajos,NED 12,Jugador,4,0,4,15,$60.00,,
Grupo F ,Países Bajos,NED 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo F ,Países Bajos,NED 14,Jugador,4,0,4,15,$60.00,,
Grupo F ,Países Bajos,NED 15,Jugador,5,0,5,15,$75.00,,
Grupo F ,Países Bajos,NED 16,Jugador,3,0,3,15,$45.00,,
Grupo F ,Países Bajos,NED 17,Jugador,5,1,4,15,$60.00,,
Grupo F ,Países Bajos,NED 18,Jugador,2,0,2,15,$30.00,,
Grupo F ,Países Bajos,NED 19,Jugador,5,0,5,15,$75.00,,
Grupo F ,Países Bajos,NED 20,Jugador,5,0,5,15,$75.00,,
Grupo E,Curacao,CUW 1,Escudo,4,0,4,50,$200.00,,
Grupo E,Curacao,CUW 2,Jugador,3,0,3,15,$45.00,,
Grupo E,Curacao,CUW 3,Jugador,6,0,6,15,$90.00,,
Grupo E,Curacao,CUW 4,Jugador,5,0,5,15,$75.00,,
Grupo E,Curacao,CUW 5,Jugador,4,0,4,15,$60.00,,
Grupo E,Curacao,CUW 6,Jugador,2,0,2,15,$30.00,,
Grupo E,Curacao,CUW 7,Jugador,2,0,2,15,$30.00,,
Grupo E,Curacao,CUW 8,Jugador,5,0,5,15,$75.00,,
Grupo E,Curacao,CUW 9,Jugador,2,0,2,15,$30.00,,
Grupo E,Curacao,CUW 10,Jugador,5,0,5,15,$75.00,,
Grupo E,Curacao,CUW 11,Jugador,6,0,6,15,$90.00,,
Grupo E,Curacao,CUW 12,Jugador,2,0,2,15,$30.00,,
Grupo E,Curacao,CUW 13,Foto del equipo,6,0,6,15,$90.00,,
Grupo E,Curacao,CUW 14,Jugador,3,0,3,15,$45.00,,
Grupo E,Curacao,CUW 15,Jugador,4,0,4,15,$60.00,,
Grupo E,Curacao,CUW 16,Jugador,4,0,4,15,$60.00,,
Grupo E,Curacao,CUW 17,Jugador,2,0,2,15,$30.00,,
Grupo E,Curacao,CUW 18,Jugador,6,0,6,15,$90.00,,
Grupo E,Curacao,CUW 19,Jugador,3,0,3,15,$45.00,,
Grupo E,Curacao,CUW 20,Jugador,4,0,4,15,$60.00,,
Grupo J,Austria,AUT 1,Escudo,5,0,5,50,$250.00,,
Grupo J,Austria,AUT 2,Jugador,4,0,4,15,$60.00,,
Grupo J,Austria,AUT 3,Jugador,2,0,2,15,$30.00,,
Grupo J,Austria,AUT 4,Jugador,4,0,4,15,$60.00,,
Grupo J,Austria,AUT 5,Jugador,3,0,3,15,$45.00,,
Grupo J,Austria,AUT 6,Jugador,5,0,5,15,$75.00,,
Grupo J,Austria,AUT 7,Jugador,6,0,6,15,$90.00,,
Grupo J,Austria,AUT 8,Jugador,5,0,5,15,$75.00,,
Grupo J,Austria,AUT 9,Jugador,4,0,4,15,$60.00,,
Grupo J,Austria,AUT 10,Jugador,4,0,4,15,$60.00,,
Grupo J,Austria,AUT 11,Jugador,3,0,3,15,$45.00,,
Grupo J,Austria,AUT 12,Jugador,2,0,2,15,$30.00,,
Grupo J,Austria,AUT 13,Foto del equipo,6,0,6,15,$90.00,,
Grupo J,Austria,AUT 14,Jugador,7,0,7,15,$105.00,,
Grupo J,Austria,AUT 15,Jugador,4,0,4,15,$60.00,,
Grupo J,Austria,AUT 16,Jugador,3,0,3,15,$45.00,,
Grupo J,Austria,AUT 17,Jugador,5,0,5,15,$75.00,,
Grupo J,Austria,AUT 18,Jugador,5,0,5,15,$75.00,,
Grupo J,Austria,AUT 19,Jugador,2,0,2,15,$30.00,,
Grupo J,Austria,AUT 20,Jugador,5,1,4,15,$60.00,,
Grupo B,Qatar,QAT 1,Escudo,4,0,4,50,$200.00,,
Grupo B,Qatar,QAT 2,Jugador,4,0,4,15,$60.00,,
Grupo B,Qatar,QAT 3,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 4,Jugador,4,0,4,15,$60.00,,
Grupo B,Qatar,QAT 5,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 6,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 7,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 8,Jugador,7,0,7,15,$105.00,,
Grupo B,Qatar,QAT 9,Jugador,3,0,3,15,$45.00,,
Grupo B,Qatar,QAT 10,Jugador,3,0,3,15,$45.00,,
Grupo B,Qatar,QAT 11,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 12,Jugador,3,0,3,15,$45.00,,
Grupo B,Qatar,QAT 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo B,Qatar,QAT 14,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 15,Jugador,3,0,3,15,$45.00,,
Grupo B,Qatar,QAT 16,Jugador,4,0,4,15,$60.00,,
Grupo B,Qatar,QAT 17,Jugador,5,0,5,15,$75.00,,
Grupo B,Qatar,QAT 18,Jugador,3,0,3,15,$45.00,,
Grupo B,Qatar,QAT 19,Jugador,4,0,4,15,$60.00,,
Grupo B,Qatar,QAT 20,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 1,Escudo,5,0,5,50,$250.00,,
Grupo L ,Croacia,CRO 2,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 3,Jugador,3,0,3,15,$45.00,,
Grupo L ,Croacia,CRO 4,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 5,Jugador,6,1,5,15,$75.00,,
Grupo L ,Croacia,CRO 6,Jugador,6,0,6,15,$90.00,,
Grupo L ,Croacia,CRO 7,Jugador,5,0,5,15,$75.00,,
Grupo L ,Croacia,CRO 8,Jugador,5,0,5,15,$75.00,,
Grupo L ,Croacia,CRO 9,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 10,Jugador,6,0,6,15,$90.00,,
Grupo L ,Croacia,CRO 11,Jugador,6,0,6,15,$90.00,,
Grupo L ,Croacia,CRO 12,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 13,Foto del equipo,6,0,6,15,$90.00,,
Grupo L ,Croacia,CRO 14,Jugador,3,0,3,15,$45.00,,
Grupo L ,Croacia,CRO 15,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 16,Jugador,4,0,4,15,$60.00,,
Grupo L ,Croacia,CRO 17,Jugador,5,0,5,15,$75.00,,
Grupo L ,Croacia,CRO 18,Jugador,6,0,6,15,$90.00,,
Grupo L ,Croacia,CRO 19,Jugador,2,0,2,15,$30.00,,
Grupo L ,Croacia,CRO 20,Jugador,3,0,3,15,$45.00,,
Grupo H,Cabo Verde,CPV 1,Escudo,5,0,5,50,$250.00,,
Grupo H,Cabo Verde,CPV 2,Jugador,3,0,3,15,$45.00,,
Grupo H,Cabo Verde,CPV 3,Jugador,3,0,3,15,$45.00,,
Grupo H,Cabo Verde,CPV 4,Jugador,5,0,5,15,$75.00,,
Grupo H,Cabo Verde,CPV 5,Jugador,4,0,4,15,$60.00,,
Grupo H,Cabo Verde,CPV 6,Jugador,6,0,6,15,$90.00,,
Grupo H,Cabo Verde,CPV 7,Jugador,5,0,5,15,$75.00,,
Grupo H,Cabo Verde,CPV 8,Jugador,4,0,4,15,$60.00,,
Grupo H,Cabo Verde,CPV 9,Jugador,4,0,4,15,$60.00,,
Grupo H,Cabo Verde,CPV 10,Jugador,3,0,3,15,$45.00,,
Grupo H,Cabo Verde,CPV 11,Jugador,5,0,5,15,$75.00,,
Grupo H,Cabo Verde,CPV 12,Jugador,3,1,2,15,$30.00,,
Grupo H,Cabo Verde,CPV 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo H,Cabo Verde,CPV 14,Jugador,5,0,5,15,$75.00,,
Grupo H,Cabo Verde,CPV 15,Jugador,5,0,5,15,$75.00,,
Grupo H,Cabo Verde,CPV 16,Jugador,4,0,4,15,$60.00,,
Grupo H,Cabo Verde,CPV 17,Jugador,5,1,4,15,$60.00,,
Grupo H,Cabo Verde,CPV 18,Jugador,2,0,2,15,$30.00,,
Grupo H,Cabo Verde,CPV 19,Jugador,1,0,1,15,$15.00,,
Grupo H,Cabo Verde,CPV 20,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 1,Escudo,5,0,5,50,$250.00,,
Grupo K,Uzbekistán ,UZB 2,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 3,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 4,Jugador,4,1,3,15,$45.00,,
Grupo K,Uzbekistán ,UZB 5,Jugador,1,0,1,15,$15.00,,
Grupo K,Uzbekistán ,UZB 6,Jugador,3,0,3,15,$45.00,,
Grupo K,Uzbekistán ,UZB 7,Jugador,5,0,5,15,$75.00,,
Grupo K,Uzbekistán ,UZB 8,Jugador,6,0,6,15,$90.00,,
Grupo K,Uzbekistán ,UZB 9,Jugador,5,0,5,15,$75.00,,
Grupo K,Uzbekistán ,UZB 10,Jugador,5,0,5,15,$75.00,,
Grupo K,Uzbekistán ,UZB 11,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 12,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 13,Foto del equipo,3,0,3,15,$45.00,,
Grupo K,Uzbekistán ,UZB 14,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 15,Jugador,3,0,3,15,$45.00,,
Grupo K,Uzbekistán ,UZB 16,Jugador,5,0,5,15,$75.00,,
Grupo K,Uzbekistán ,UZB 17,Jugador,4,0,4,15,$60.00,,
Grupo K,Uzbekistán ,UZB 18,Jugador,3,0,3,15,$45.00,,
Grupo K,Uzbekistán ,UZB 19,Jugador,6,0,6,15,$90.00,,
Grupo K,Uzbekistán ,UZB 20,Jugador,2,0,2,15,$30.00,,
Grupo G,Bélgica,BEL 1,Escudo,3,0,3,50,$150.00,,
Grupo G,Bélgica,BEL 2,Jugador,5,0,5,15,$75.00,,
Grupo G,Bélgica,BEL 3,Jugador,4,0,4,15,$60.00,,
Grupo G,Bélgica,BEL 4,Jugador,5,0,5,15,$75.00,,
Grupo G,Bélgica,BEL 5,Jugador,4,0,4,15,$60.00,,
Grupo G,Bélgica,BEL 6,Jugador,2,0,2,15,$30.00,,
Grupo G,Bélgica,BEL 7,Jugador,4,0,4,15,$60.00,,
Grupo G,Bélgica,BEL 8,Jugador,4,0,4,15,$60.00,,
Grupo G,Bélgica,BEL 9,Jugador,2,0,2,15,$30.00,,
Grupo G,Bélgica,BEL 10,Jugador,2,0,2,15,$30.00,,
Grupo G,Bélgica,BEL 11,Jugador,6,0,6,15,$90.00,,
Grupo G,Bélgica,BEL 12,Jugador,6,0,6,15,$90.00,,
Grupo G,Bélgica,BEL 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo G,Bélgica,BEL 14,Jugador,2,0,2,15,$30.00,,
Grupo G,Bélgica,BEL 15,Jugador,4,0,4,15,$60.00,,
Grupo G,Bélgica,BEL 16,Jugador,9,0,9,15,$135.00,,
Grupo G,Bélgica,BEL 17,Jugador,5,0,5,15,$75.00,,
Grupo G,Bélgica,BEL 18,Jugador,2,0,2,15,$30.00,,
Grupo G,Bélgica,BEL 19,Jugador,5,0,5,15,$75.00,,
Grupo G,Bélgica,BEL 20,Jugador,3,0,3,15,$45.00,,
Grupo H,Uruguay ,URU 1,Escudo,3,0,3,50,$150.00,,
Grupo H,Uruguay ,URU 2,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 3,Jugador,6,0,6,15,$90.00,,
Grupo H,Uruguay ,URU 4,Jugador,6,0,6,15,$90.00,,
Grupo H,Uruguay ,URU 5,Jugador,4,0,4,15,$60.00,,
Grupo H,Uruguay ,URU 6,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 7,Jugador,3,0,3,15,$45.00,,
Grupo H,Uruguay ,URU 8,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 9,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 10,Jugador,4,0,4,15,$60.00,,
Grupo H,Uruguay ,URU 11,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 12,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo H,Uruguay ,URU 14,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 15,Jugador,3,0,3,15,$45.00,,
Grupo H,Uruguay ,URU 16,Jugador,5,0,5,15,$75.00,,
Grupo H,Uruguay ,URU 17,Jugador,2,0,2,15,$30.00,,
Grupo H,Uruguay ,URU 18,Jugador,7,0,7,15,$105.00,,
Grupo H,Uruguay ,URU 19,Jugador,2,0,2,15,$30.00,,
Grupo H,Uruguay ,URU 20,Jugador,3,0,3,15,$45.00,,
Grupo D,Paraguay ,PAR 1,Escudo,7,0,7,50,$350.00,,
Grupo D,Paraguay ,PAR 2,Jugador,3,0,3,15,$45.00,,
Grupo D,Paraguay ,PAR 3,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 4,Jugador,5,0,5,15,$75.00,,
Grupo D,Paraguay ,PAR 5,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 6,Jugador,3,0,3,15,$45.00,,
Grupo D,Paraguay ,PAR 7,Jugador,5,0,5,15,$75.00,,
Grupo D,Paraguay ,PAR 8,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 9,Jugador,3,0,3,15,$45.00,,
Grupo D,Paraguay ,PAR 10,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 11,Jugador,5,0,5,15,$75.00,,
Grupo D,Paraguay ,PAR 12,Jugador,3,0,3,15,$45.00,,
Grupo D,Paraguay ,PAR 13,Foto del equipo,3,0,3,15,$45.00,,
Grupo D,Paraguay ,PAR 14,Jugador,3,1,2,15,$30.00,,
Grupo D,Paraguay ,PAR 15,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 16,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 17,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 18,Jugador,4,0,4,15,$60.00,,
Grupo D,Paraguay ,PAR 19,Jugador,6,0,6,15,$90.00,,
Grupo D,Paraguay ,PAR 20,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 1,Escudo,7,0,7,50,$350.00,,
Grupo G,Nueva Zelanda,NZL 2,Jugador,7,0,7,15,$105.00,,
Grupo G,Nueva Zelanda,NZL 3,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 4,Jugador,3,0,3,15,$45.00,,
Grupo G,Nueva Zelanda,NZL 5,Jugador,5,0,5,15,$75.00,,
Grupo G,Nueva Zelanda,NZL 6,Jugador,3,0,3,15,$45.00,,
Grupo G,Nueva Zelanda,NZL 7,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 8,Jugador,5,0,5,15,$75.00,,
Grupo G,Nueva Zelanda,NZL 9,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 10,Jugador,5,0,5,15,$75.00,,
Grupo G,Nueva Zelanda,NZL 11,Jugador,5,0,5,15,$75.00,,
Grupo G,Nueva Zelanda,NZL 12,Jugador,3,0,3,15,$45.00,,
Grupo G,Nueva Zelanda,NZL 13,Foto del equipo,3,0,3,15,$45.00,,
Grupo G,Nueva Zelanda,NZL 14,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 15,Jugador,3,0,3,15,$45.00,,
Grupo G,Nueva Zelanda,NZL 16,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 17,Jugador,6,1,5,15,$75.00,,
Grupo G,Nueva Zelanda,NZL 18,Jugador,4,0,4,15,$60.00,,
Grupo G,Nueva Zelanda,NZL 19,Jugador,5,0,5,15,$75.00,,
Grupo G,Nueva Zelanda,NZL 20,Jugador,3,0,3,15,$45.00,,
Grupo B,Suiza,SUI 1,Escudo,5,0,5,50,$250.00,,
Grupo B,Suiza,SUI 2,Jugador,5,0,5,15,$75.00,,
Grupo B,Suiza,SUI 3,Jugador,5,0,5,15,$75.00,,
Grupo B,Suiza,SUI 4,Jugador,5,0,5,15,$75.00,,
Grupo B,Suiza,SUI 5,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 6,Jugador,6,0,6,15,$90.00,,
Grupo B,Suiza,SUI 7,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 8,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 9,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 10,Jugador,5,0,5,15,$75.00,,
Grupo B,Suiza,SUI 11,Jugador,4,1,3,15,$45.00,,
Grupo B,Suiza,SUI 12,Jugador,6,0,6,15,$90.00,,
Grupo B,Suiza,SUI 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 14,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 15,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 16,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 17,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 18,Jugador,4,1,3,15,$45.00,,
Grupo B,Suiza,SUI 19,Jugador,4,0,4,15,$60.00,,
Grupo B,Suiza,SUI 20,Jugador,3,0,3,15,$45.00,,
Grupo K,Colombia,COL 1,Escudo,4,0,4,50,$200.00,,
Grupo K,Colombia,COL 2,Jugador,5,0,5,15,$75.00,,
Grupo K,Colombia,COL 3,Jugador,6,0,6,15,$90.00,,
Grupo K,Colombia,COL 4,Jugador,6,0,6,15,$90.00,,
Grupo K,Colombia,COL 5,Jugador,3,0,3,15,$45.00,,
Grupo K,Colombia,COL 6,Jugador,4,0,4,15,$60.00,,
Grupo K,Colombia,COL 7,Jugador,5,0,5,15,$75.00,,
Grupo K,Colombia,COL 8,Jugador,5,0,5,15,$75.00,,
Grupo K,Colombia,COL 9,Jugador,4,0,4,15,$60.00,,
Grupo K,Colombia,COL 10,Jugador,4,0,4,15,$60.00,,
Grupo K,Colombia,COL 11,Jugador,4,0,4,15,$60.00,,
Grupo K,Colombia,COL 12,Jugador,3,0,3,15,$45.00,,
Grupo K,Colombia,COL 13,Foto del equipo,3,0,3,15,$45.00,,
Grupo K,Colombia,COL 14,Jugador,3,0,3,50,$150.00,,
Grupo K,Colombia,COL 15,Jugador,5,0,5,15,$75.00,,
Grupo K,Colombia,COL 16,Jugador,4,0,4,15,$60.00,,
Grupo K,Colombia,COL 17,Jugador,3,0,3,15,$45.00,,
Grupo K,Colombia,COL 18,Jugador,3,0,3,15,$45.00,,
Grupo K,Colombia,COL 19,Jugador,4,0,4,15,$60.00,,
Grupo K,Colombia,COL 20,Jugador,4,0,4,15,$60.00,,
Grupo E,Ecuador,ECU 1,Escudo,4,0,4,50,$200.00,,
Grupo E,Ecuador,ECU 2,Jugador,5,0,5,15,$75.00,,
Grupo E,Ecuador,ECU 3,Jugador,5,0,5,15,$75.00,,
Grupo E,Ecuador,ECU 4,Jugador,3,0,3,15,$45.00,,
Grupo E,Ecuador,ECU 5,Jugador,4,0,4,15,$60.00,,
Grupo E,Ecuador,ECU 6,Jugador,3,0,3,15,$45.00,,
Grupo E,Ecuador,ECU 7,Jugador,5,0,5,15,$75.00,,
Grupo E,Ecuador,ECU 8,Jugador,3,0,3,15,$45.00,,
Grupo E,Ecuador,ECU 9,Jugador,4,0,4,15,$60.00,,
Grupo E,Ecuador,ECU 10,Jugador,2,0,2,15,$30.00,,
Grupo E,Ecuador,ECU 11,Jugador,3,0,3,15,$45.00,,
Grupo E,Ecuador,ECU 12,Jugador,3,0,3,15,$45.00,,
Grupo E,Ecuador,ECU 13,Foto del equipo,6,0,6,15,$90.00,,
Grupo E,Ecuador,ECU 14,Jugador,4,0,4,15,$60.00,,
Grupo E,Ecuador,ECU 15,Jugador,5,0,5,15,$75.00,,
Grupo E,Ecuador,ECU 16,Jugador,4,0,4,15,$60.00,,
Grupo E,Ecuador,ECU 17,Jugador,4,0,4,15,$60.00,,
Grupo E,Ecuador,ECU 18,Jugador,2,0,2,15,$30.00,,
Grupo E,Ecuador,ECU 19,Jugador,6,0,6,15,$90.00,,
Grupo E,Ecuador,ECU 20,Jugador,6,0,6,15,$90.00,,
Grupo A,South Africa,RSA 1,Escudo,5,0,5,50,$250.00,,
Grupo A,South Africa,RSA 2,Jugador,5,0,5,15,$75.00,,
Grupo A,South Africa,RSA 3,Jugador,5,0,5,15,$75.00,,
Grupo A,South Africa,RSA 4,Jugador,2,0,2,15,$30.00,,
Grupo A,South Africa,RSA 5,Jugador,3,0,3,15,$45.00,,
Grupo A,South Africa,RSA 6,Jugador,5,1,4,15,$60.00,,
Grupo A,South Africa,RSA 7,Jugador,4,0,4,15,$60.00,,
Grupo A,South Africa,RSA 8,Jugador,6,0,6,15,$90.00,,
Grupo A,South Africa,RSA 9,Jugador,5,0,5,15,$75.00,,
Grupo A,South Africa,RSA 10,Jugador,4,0,4,15,$60.00,,
Grupo A,South Africa,RSA 11,Jugador,5,0,5,15,$75.00,,
Grupo A,South Africa,RSA 12,Jugador,4,0,4,15,$60.00,,
Grupo A,South Africa,RSA 13,Foto del equipo,7,0,7,15,$105.00,,
Grupo A,South Africa,RSA 14,Jugador,5,0,5,15,$75.00,,
Grupo A,South Africa,RSA 15,Jugador,2,0,2,15,$30.00,,
Grupo A,South Africa,RSA 16,Jugador,3,0,3,15,$45.00,,
Grupo A,South Africa,RSA 17,Jugador,4,0,4,15,$60.00,,
Grupo A,South Africa,RSA 18,Jugador,3,0,3,15,$45.00,,
Grupo A,South Africa,RSA 19,Jugador,2,0,2,15,$30.00,,
Grupo A,South Africa,RSA 20,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 1,Escudo,3,0,3,50,$150.00,,
Grupo J,Jordania,JOR 2,Jugador,3,0,3,15,$45.00,,
Grupo J,Jordania,JOR 3,Jugador,1,0,1,15,$15.00,,
Grupo J,Jordania,JOR 4,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 5,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 6,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 7,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 8,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 9,Jugador,5,0,5,15,$75.00,,
Grupo J,Jordania,JOR 10,Jugador,5,0,5,15,$75.00,,
Grupo J,Jordania,JOR 11,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 12,Jugador,3,0,3,15,$45.00,,
Grupo J,Jordania,JOR 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 14,Jugador,2,0,2,15,$30.00,,
Grupo J,Jordania,JOR 15,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 16,Jugador,4,0,4,15,$60.00,,
Grupo J,Jordania,JOR 17,Jugador,2,0,2,15,$30.00,,
Grupo J,Jordania,JOR 18,Jugador,6,0,6,15,$90.00,,
Grupo J,Jordania,JOR 19,Jugador,6,0,6,15,$90.00,,
Grupo J,Jordania,JOR 20,Jugador,2,0,2,15,$30.00,,
Grupo E,Côte d’Ivoire,CIV 1,Escudo,4,0,4,50,$200.00,,
Grupo E,Côte d’Ivoire,CIV 2,Jugador,4,0,4,15,$60.00,,
Grupo E,Côte d’Ivoire,CIV 3,Jugador,4,0,4,15,$60.00,,
Grupo E,Côte d’Ivoire,CIV 4,Jugador,5,0,5,15,$75.00,,
Grupo E,Côte d’Ivoire,CIV 5,Jugador,5,0,5,15,$75.00,,
Grupo E,Côte d’Ivoire,CIV 6,Jugador,3,0,3,15,$45.00,,
Grupo E,Côte d’Ivoire,CIV 7,Jugador,5,1,4,15,$60.00,,
Grupo E,Côte d’Ivoire,CIV 8,Jugador,5,0,5,15,$75.00,,
Grupo E,Côte d’Ivoire,CIV 9,Jugador,5,0,5,15,$75.00,,
Grupo E,Côte d’Ivoire,CIV 10,Jugador,5,0,5,15,$75.00,,
Grupo E,Côte d’Ivoire,CIV 11,Jugador,3,0,3,15,$45.00,,
Grupo E,Côte d’Ivoire,CIV 12,Jugador,4,0,4,15,$60.00,,
Grupo E,Côte d’Ivoire,CIV 13,Foto del equipo,4,0,4,15,$60.00,,
Grupo E,Côte d’Ivoire,CIV 14,Jugador,3,0,3,15,$45.00,,
Grupo E,Côte d’Ivoire,CIV 15,Jugador,5,0,5,15,$75.00,,
Grupo E,Côte d’Ivoire,CIV 16,Jugador,6,0,6,15,$90.00,,
Grupo E,Côte d’Ivoire,CIV 17,Jugador,4,1,3,15,$45.00,,
Grupo E,Côte d’Ivoire,CIV 18,Jugador,4,0,4,15,$60.00,,
Grupo E,Côte d’Ivoire,CIV 19,Jugador,3,0,3,15,$45.00,,
Grupo E,Côte d’Ivoire,CIV 20,Jugador,4,0,4,15,$60.00,,
Especial,Coca-Cola,CC 1,Especial Coca-Cola,6,3,3,50,$150.00,,
Especial,Coca-Cola,CC 2,Especial Coca-Cola,5,4,1,50,$50.00,,27 DE MAYO SE COMPRARON 14 SOBRES DE COCA COLA POR 250 PESOS 
